token,label
'khor,I-AUTO
du,I-AUTO
'jug,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
de'i,I-AUTO
dus,I-AUTO
su/,I-AUTO
thun,I-AUTO
mong,I-AUTO
dang,I-AUTO
thun,I-AUTO
mong,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa'i,I-AUTO
sdom,I-AUTO
par,I-AUTO
gyur,I-AUTO
pa//,I-AUTO
so,I-AUTO
sor,I-AUTO
thar,I-AUTO
pa'i,I-AUTO
sdom,I-AUTO
pa,I-AUTO
las,I-AUTO
gzhi,I-AUTO
blangs,I-AUTO
te/,I-AUTO
byang,I-AUTO
chub,I-AUTO
chen,I-AUTO
po'i,I-AUTO
sdom,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
rig,I-AUTO
pa,I-AUTO
'dzin,I-AUTO
pa'i,I-AUTO
sdom,I-AUTO
pa'ang,I-AUTO
blangs,I-AUTO
nas/,I-AUTO
sgrub,I-AUTO
thabs,I-AUTO
kyi,I-AUTO
man,I-AUTO
ngag,I-AUTO
kyang,I-AUTO
tshul,I-AUTO
bzhin,I-AUTO
du,I-AUTO
mnos,I-AUTO
te/,I-AUTO
de,I-AUTO
phyin,I-AUTO
chad,I-AUTO
kyang,I-AUTO
spro,I-AUTO
ba,I-AUTO
mi,I-AUTO
lhod,I-AUTO
par,I-AUTO
brtson,I-AUTO
pa,I-AUTO
la,I-AUTO
gnas,I-AUTO
pas,I-AUTO
rnal,I-AUTO
'byor,I-AUTO
'di,I-AUTO
la,I-AUTO
brtson,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
la,I-AUTO
rnal,I-AUTO
'byor,I-AUTO
gyi,I-AUTO
rim,I-AUTO
pa,I-AUTO
ni,I-AUTO
'di,I-AUTO
yon,I-AUTO
te/,I-AUTO
sngags,I-AUTO
khang,I-AUTO
ngam,I-AUTO
gang,I-AUTO
yang,I-AUTO
rung,I-AUTO
ba'i,I-AUTO
gnas,I-AUTO
su,I-AUTO
rin,I-AUTO
po,I-AUTO
che,I-AUTO
las,I-AUTO
'bur,I-AUTO
du,I-AUTO
bskos,I-AUTO
pa'i,I-AUTO
stegs,I-AUTO
bu,I-AUTO
khru,I-AUTO
khang,I-AUTO
ba'am/,I-AUTO
de,I-AUTO
las,I-AUTO
lhag,I-AUTO
kyang,I-AUTO
rung,I-AUTO
/,I-AUTO
legs,I-AUTO
par,I-AUTO
byi,I-AUTO
dor,I-AUTO
byas,I-AUTO
te/,I-AUTO
der,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
gyi,I-AUTO
sku,I-AUTO
gzugs,I-AUTO
sam/,I-AUTO
ri,I-AUTO
mo'i,I-AUTO
gzugs,I-AUTO
'byor,I-AUTO
na,I-AUTO
yang,I-AUTO
bzhugs,I-AUTO
su,I-AUTO
gsol/,I-AUTO
me,I-AUTO
tog,I-AUTO
gi,I-AUTO
gcal,I-AUTO
dang,I-AUTO
/,I-AUTO
mchod,I-AUTO
pa'i,I-AUTO
bye,I-AUTO
brag,I-AUTO
dag,I-AUTO
kyang,I-AUTO
ji,I-AUTO
ltar,I-AUTO
'byor,I-AUTO
ba,I-AUTO
bzhin,I-AUTO
bzhag,I-AUTO
ste/,I-AUTO
bdag,I-AUTO
nyid,I-AUTO
stan,I-AUTO
bde,I-AUTO
ba,I-AUTO
la,I-AUTO
'dug,I-AUTO
nas,I-AUTO
thog,I-AUTO
ma,I-AUTO
nyid,I-AUTO
du,I-AUTO
nang,I-AUTO
bar,I-AUTO
sngar,I-AUTO
langs,I-AUTO
te/,I-AUTO
sngar,I-AUTO
sdom,I-AUTO
pa,I-AUTO
mnos,I-AUTO
pa,I-AUTO
rnams,I-AUTO
zhig,I-AUTO
pa,I-AUTO
dang,I-AUTO
ma,I-AUTO
zhig,I-AUTO
pa,I-AUTO
bsam,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
zhig,I-AUTO
par,I-AUTO
gyur,I-AUTO
pa,I-AUTO
rnams,I-AUTO
ni,I-AUTO
bshags,I-AUTO
par,I-AUTO
rigs,I-AUTO
pa'am/,I-AUTO
slar,I-AUTO
blang,I-AUTO
bar,I-AUTO
rigs,I-AUTO
pa,I-AUTO
dag,I-AUTO
de,I-AUTO
bzhin,I-AUTO
du,I-AUTO
bya,I-AUTO
bar,I-AUTO
bsams,I-AUTO
la/,I-AUTO
ma,I-AUTO
zhig,I-AUTO
pa,I-AUTO
rnams,I-AUTO
ni,I-AUTO
brtan,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
nas,I-AUTO
de,I-AUTO
nyid,I-AUTO
kyi,I-AUTO
shugs,I-AUTO
las,I-AUTO
byung,I-AUTO
ba'i,I-AUTO
byang,I-AUTO
chub,I-AUTO
kyi,I-AUTO
sems,I-AUTO
bskyed,I-AUTO
par,I-AUTO
bya/,I-AUTO
sdom,I-AUTO
pa,I-AUTO
brtan,I-AUTO
por,I-AUTO
gzung,I-AUTO
ba,I-AUTO
dag,I-AUTO
kyang,I-AUTO
'phags,I-AUTO
pa,I-AUTO
rnams,I-AUTO
kyi,I-AUTO
spyan,I-AUTO
sngar,I-AUTO
brtan,I-AUTO
par,I-AUTO
gzung,I-AUTO
bar,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
nas,I-AUTO
'jug,I-AUTO
pa,I-AUTO
byang,I-AUTO
chub,I-AUTO
kyi,I-AUTO
sems,I-AUTO
bskyed,I-AUTO
par,I-AUTO
bya,I-AUTO
ba,I-AUTO
ste/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
mngon,I-AUTO
par,I-AUTO
byang,I-AUTO
chub,I-AUTO
pa'i,I-AUTO
rim,I-AUTO
pa,I-AUTO
lnga,I-AUTO
bsgom,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
sems,I-AUTO
can,I-AUTO
gyi,I-AUTO
khams,I-AUTO
sna,I-AUTO
tshogs,I-AUTO
gzugs,I-AUTO
brnyan,I-AUTO
lta,I-AUTO
bur,I-AUTO
gsal,I-AUTO
bar,I-AUTO
bltas,I-AUTO
nas/,I-AUTO
de,B-ALLO
la,I-ALLO
dang,I-ALLO
por,I-ALLO
me,I-ALLO
long,I-ALLO
lta,I-ALLO
bu'i,I-ALLO
ye,I-ALLO
shes,I-ALLO
kyi,I-ALLO
sgo,I-ALLO
nas,I-ALLO
sbyar,I-ALLO
bar,I-ALLO
bya,I-ALLO
ste/,I-ALLO
ji,I-ALLO
ltar,I-ALLO
me,I-ALLO
long,I-ALLO
dag,I-ALLO
pa,I-ALLO
la,I-ALLO
gzugs,I-ALLO
so,I-ALLO
sor,I-ALLO
gsal,I-ALLO
ba,I-ALLO
ltar/,I-ALLO
chos,I-ALLO
kyi,I-ALLO
dbyings,I-ALLO
rnam,I-ALLO
par,I-ALLO
dag,I-ALLO
pa'i,I-ALLO
rgyu,I-ALLO
mthun,I-ALLO
pa,I-ALLO
byang,I-ALLO
chub,I-ALLO
kyi,I-ALLO
sems,I-ALLO
la/,I-ALLO
sems,I-ALLO
can,I-ALLO
la,I-ALLO
dmigs,I-ALLO
pa'i,I-ALLO
snying,I-ALLO
rje,I-ALLO
chen,I-ALLO
po,I-ALLO
bskyed,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
nas,I-ALLO
mnyam,I-ALLO
pa,I-ALLO
nyid,I-ALLO
kyi,I-ALLO
ye,I-ALLO
shes,I-ALLO
la,I-ALLO
sbyar,I-ALLO
bar,I-ALLO
bya,I-ALLO
ste/,I-ALLO
chos,I-ALLO
kun,I-ALLO
rang,I-ALLO
bzhin,I-ALLO
dag,I-ALLO
pas,I-ALLO
na//,I-ALLO
bdag,I-ALLO
kyang,I-ALLO
rang,I-ALLO
bzhin,I-ALLO
rnam,I-ALLO
par,I-ALLO
dag//,I-ALLO
ces,I-ALLO
smos,I-ALLO
te/,I-ALLO
chos,I-ALLO
thams,I-ALLO
cad,I-ALLO
bdag,I-ALLO
med,I-ALLO
pa,I-ALLO
mnyam,I-ALLO
pa,I-ALLO
nyid,I-ALLO
la,I-ALLO
sbyar,I-ALLO
bar,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
nas,I-ALLO
a,I-ALLO
kA,I-ALLO
ro,I-ALLO
mu,I-ALLO
kaM,I-ALLO
sarbba,I-ALLO
d+harmmaṇAM,I-ALLO
Atyanutpanna,I-ALLO
two,I-ALLO
ta/,I-ALLO
ces,I-ALLO
sngags,I-ALLO
brjod,I-ALLO
pas,I-ALLO
chos,I-ALLO
thams,I-ALLO
cad,I-ALLO
bdag,I-ALLO
med,I-ALLO
par,I-ALLO
rtogs,I-ALLO
pa'i,I-ALLO
mtshan,I-ALLO
nyid/,I-ALLO
so,I-ALLO
sor,I-ALLO
rtog,I-ALLO
pa'i,I-ALLO
ye,I-ALLO
shes,I-ALLO
chos,I-ALLO
la,I-ALLO
dmigs,I-ALLO
pa'i,I-ALLO
snying,I-ALLO
rje,I-ALLO
chen,I-ALLO
po,I-ALLO
gong,I-ALLO
du,I-ALLO
bstan,I-ALLO
pa'i,I-ALLO
mnyam,I-ALLO
pa,I-ALLO
nyid,I-ALLO
kyi,I-ALLO
ye,I-ALLO
shes,I-ALLO
kyi,I-ALLO
stobs,I-ALLO
kyis,I-ALLO
bskyed,I-ALLO
pa,I-ALLO
bsgom,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
nas,I-ALLO
de,I-ALLO
ma,I-ALLO
thag,I-ALLO
tu,I-ALLO
shin,I-ALLO
tu,I-ALLO
rnam,I-ALLO
par,I-ALLO
dag,I-ALLO
pa'i,I-ALLO
chos,I-ALLO
kyi,I-ALLO
dbyings,I-ALLO
kyi,I-ALLO
ye,I-ALLO
shes,I-ALLO
gzung,I-ALLO
ba,I-ALLO
dang,I-ALLO
'dzin,I-ALLO
pa,I-ALLO
las,I-ALLO
rnam,I-ALLO
par,I-ALLO
grol,I-ALLO
ba,I-ALLO
rang,I-ALLO
bzhin,I-ALLO
gyis,I-ALLO
'od,I-ALLO
gsal,I-ALLO
ba/,I-ALLO
mi,I-ALLO
dmigs,I-ALLO
pa'i,I-ALLO
snying,I-ALLO
rje,I-ALLO
chen,I-ALLO
po,I-ALLO
dang,I-ALLO
/,I-ALLO
rjes,I-ALLO
su,I-ALLO
mthun,I-ALLO
par,I-ALLO
sgom,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
nas,I-ALLO
sems,I-ALLO
can,I-ALLO
gyi,I-ALLO
don,I-ALLO
du,I-ALLO
bya,I-ALLO
ba,I-ALLO
dang,I-ALLO
bral,I-ALLO
ba,I-ALLO
rigs,I-ALLO
pa,I-ALLO
ma,I-ALLO
yin,I-ALLO
pas/,I-ALLO
sngon,I-ALLO
gyi,I-ALLO
smon,I-ALLO
lam,I-ALLO
dang,I-ALLO
sems,I-ALLO
can,I-ALLO
gyi,I-ALLO
dbang,I-ALLO
las,I-ALLO
gyur,I-ALLO
pa/,I-ALLO
mi,I-ALLO
dmigs,I-ALLO
pa'i,I-ALLO
snying,I-ALLO
rje,I-ALLO
chen,I-ALLO
po,I-ALLO
bya,I-ALLO
ba,I-ALLO
nan,I-ALLO
tan,I-ALLO
gyi,I-ALLO
ye,I-ALLO
shes,I-ALLO
mngon,I-ALLO
du,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
nas,I-ALLO
byang,I-ALLO
chub,I-ALLO
kyi,I-ALLO
sems,I-ALLO
rnam,I-ALLO
pa,I-ALLO
gnyis,I-ALLO
kyi,I-ALLO
rgyu,I-ALLO
mthun,I-ALLO
pa'i,I-ALLO
'bras,I-ALLO
bu,I-ALLO
thabs,I-ALLO
dang,I-ALLO
shes,I-ALLO
rab,I-ALLO
zung,I-ALLO
du,I-ALLO
'brel,I-ALLO
ba'i,I-ALLO
mtshan,I-ALLO
nyid/,I-ALLO
de,I-ALLO
bzhin,I-ALLO
gshegs,I-ALLO
pa'i,I-ALLO
mtshan,I-ALLO
nyid,I-ALLO
la,I-ALLO
mngon,I-ALLO
du,I-ALLO
'jug,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
la,I-ALLO
dang,I-ALLO
po,I-ALLO
nyid,I-ALLO
du,I-ALLO
nam,I-ALLO
mkha'i,I-ALLO
dkyil,I-ALLO
du,I-ALLO
A,I-ALLO
li,I-ALLO
dang,I-ALLO
kA,I-ALLO
li'i,I-ALLO
bdag,I-ALLO
nyid/,I-ALLO
sgyu,I-ALLO
'phrul,I-ALLO
gyi,I-ALLO
tshul,I-ALLO
rang,I-ALLO
bzhin,I-ALLO
gyis,I-ALLO
'od,I-ALLO
gsal,I-ALLO
bar,I-ALLO
skar,I-ALLO
ma,I-ALLO
dang,I-ALLO
'dra,I-ALLO
bar,I-ALLO
bsams,I-ALLO
te/,I-ALLO
de,I-ALLO
yongs,I-ALLO
su,I-ALLO
gyur,I-ALLO
pa,I-ALLO
las,I-ALLO
yi,I-ALLO
ge,I-ALLO
hUM,I-ALLO
chen,I-ALLO
po,I-ALLO
kun,I-ALLO
tu,I-ALLO
bzang,I-ALLO
po,I-ALLO
byang,I-ALLO
chub,I-ALLO
sems,I-ALLO
kyi,I-ALLO
rang,I-ALLO
bzhin,I-ALLO
kha,I-ALLO
dog,I-ALLO
sngon,I-ALLO
po,I-ALLO
'od,I-ALLO
kyi,I-ALLO
phreng,I-ALLO
ba,I-ALLO
can/,I-ALLO
khro,I-ALLO
bo,I-ALLO
'bar,I-ALLO
ba'i,I-ALLO
phreng,I-ALLO
bas,I-ALLO
'khrigs,I-ALLO
par,I-ALLO
bsgom,I-ALLO
ste/,I-ALLO
de'i,I-ALLO
'od,I-ALLO
zer,I-ALLO
gyi,I-ALLO
rtse,I-ALLO
mo,I-ALLO
las,I-ALLO
kyang,I-ALLO
de,I-ALLO
bzhin,I-ALLO
gshegs,I-ALLO
pa,I-ALLO
rnams,I-ALLO
sprul,I-ALLO
te/,I-ALLO
zhing,I-ALLO
khams,I-ALLO
thams,I-ALLO
cad,I-ALLO
du,I-ALLO
gshegs,I-ALLO
nas/,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
rnams,I-ALLO
kyi,I-ALLO
'phrul,I-ALLO
bas,I-ALLO
don,I-ALLO
gyi,I-ALLO
bya,I-ALLO
ba,I-ALLO
byas,I-ALLO
te,I-ALLO
skar,I-ALLO
log,I-ALLO
nas,I-ALLO
hUM,I-ALLO
nyid,I-ALLO
la,I-ALLO
zhugs,I-ALLO
pas,I-ALLO
de,I-ALLO
las,I-ALLO
gyur,I-ALLO
pa'i,I-ALLO
ye,I-ALLO
shes,I-ALLO
kyi,I-ALLO
rdo,I-ALLO
rje,I-ALLO
chen,I-ALLO
por,I-ALLO
gyur,I-ALLO
bar,I-ALLO
bya'o//,I-ALLO
de,I-ALLO
yang,I-ALLO
sgo,I-ALLO
drug,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
kha,I-ALLO
dog,I-ALLO
drug,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
sgo,I-ALLO
drug,I-ALLO
na,I-ALLO
mngon,I-ALLO
par,I-ALLO
dga',I-ALLO
ba,I-ALLO
la,I-ALLO
sogs,I-ALLO
pa'i,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
kyi,I-ALLO
zhing,I-ALLO
khams,I-ALLO
drug,I-ALLO
gnas,I-ALLO
pa/,I-ALLO
de'i,I-ALLO
'bar,I-ALLO
ba'i,I-ALLO
gzi,I-ALLO
brjid,I-ALLO
kyis,I-ALLO
zhing,I-ALLO
khams,I-ALLO
thams,I-ALLO
cad,I-ALLO
du,I-ALLO
khyab,I-ALLO
pas,I-ALLO
bdud,I-ALLO
thams,I-ALLO
cad,I-ALLO
kyi,I-ALLO
lta,I-ALLO
bas,I-ALLO
thug,I-ALLO
mi,I-ALLO
thub,I-ALLO
pa'i,I-ALLO
ye,I-ALLO
shes,I-ALLO
kyi,I-ALLO
rdo,I-ALLO
rje,I-ALLO
rtse,I-ALLO
lnga,I-ALLO
pa,I-ALLO
bsgom,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de'i,I-ALLO
bum,I-ALLO
pa'i,I-ALLO
nang,I-ALLO
du,I-ALLO
yi,I-ALLO
ge,I-ALLO
b+hUM,I-ALLO
dmar,I-ALLO
po,I-ALLO
las,I-ALLO
gyur,I-ALLO
pa'i,I-ALLO
rin,I-ALLO
po,I-ALLO
che,I-ALLO
bzhi,I-ALLO
las,I-ALLO
grub,I-ALLO
pa'i,I-ALLO
mchod,I-ALLO
rten,I-ALLO
stong,I-ALLO
gsum,I-ALLO
gyi,I-ALLO
stong,I-ALLO
chen,I-ALLO
po'i,I-ALLO
'jig,I-ALLO
rten,I-ALLO
gyi,I-ALLO
khams,I-ALLO
kyi,I-ALLO
tshad,I-ALLO
tsam,I-ALLO
bsgoms,I-ALLO
nas/,I-ALLO
de'i,I-ALLO
nang,I-ALLO
du,I-ALLO
yi,I-ALLO
ye,I-ALLO
hriH,I-ALLO
las,I-ALLO
chos,I-ALLO
kyi,I-ALLO
'byung,I-ALLO
gnas,I-ALLO
gru,I-ALLO
gsum,I-ALLO
dkar,I-ALLO
po,I-ALLO
'greng,I-ALLO
bur,I-ALLO
gnas,I-ALLO
pa/,I-ALLO
de'i,I-ALLO
nang,I-ALLO
du,I-ALLO
yi,I-ALLO
ge,I-ALLO
a,I-ALLO
las,I-ALLO
rdo,I-ALLO
rje,I-ALLO
rgya,I-ALLO
gram,I-ALLO
des,I-ALLO
sa,I-ALLO
gzhi,I-ALLO
rdo,I-ALLO
rje,I-ALLO
dkar,I-ALLO
po,I-ALLO
byin,I-ALLO
gyis,I-ALLO
brlab,I-ALLO
bo/,I-ALLO
de'i,I-ALLO
steng,I-ALLO
du,I-ALLO
yi,I-ALLO
ge,I-ALLO
hUM,I-ALLO
las,I-ALLO
rdo,I-ALLO
rje,I-ALLO
nor,I-ALLO
bu,I-ALLO
rin,I-ALLO
po,I-ALLO
che,I-ALLO
brtsegs,I-ALLO
pa'i,I-ALLO
gzhal,I-ALLO
yas,I-ALLO
khang,I-ALLO
rnam,I-ALLO
par,I-ALLO
bsgom,I-ALLO
mo//,I-ALLO
de'i,I-ALLO
mtshan,I-ALLO
nyid,I-ALLO
ni/,I-ALLO
dpal,I-ALLO
de,I-ALLO
nyid,I-ALLO
'dus,I-ALLO
pa,I-ALLO
la,I-ALLO
srtsogs,I-ALLO
par,I-ALLO
gsungs,I-ALLO
pa'i,I-ALLO
rdo,I-ALLO
rje,I-ALLO
dbyings,I-ALLO
kyi,I-ALLO
dkyil,I-ALLO
'khor,I-ALLO
chen,I-ALLO
por,I-ALLO
bsgom,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de'i,I-ALLO
dbus,I-ALLO
kyi,I-ALLO
gdan,I-ALLO
la,I-ALLO
yi,I-ALLO
ge,I-ALLO
a,I-ALLO
las,I-ALLO
yongs,I-ALLO
su,I-ALLO
bskyed,I-ALLO
pa'i,I-ALLO
rnam,I-ALLO
par,I-ALLO
snang,I-ALLO
mdzad,I-ALLO
chen,I-ALLO
po,I-ALLO
sku,I-ALLO
mdog,I-ALLO
dkar,I-ALLO
po,I-ALLO
kun,I-ALLO
tu,I-ALLO
zhal,I-ALLO
gyi,I-ALLO
mtshan,I-ALLO
nyid,I-ALLO
ral,I-ALLO
ba'i,I-ALLO
dbu,I-ALLO
rgyan,I-ALLO
can/,I-ALLO
byang,I-ALLO
chub,I-ALLO
mchog,I-ALLO
gi,I-ALLO
phyag,I-ALLO
rgya,I-ALLO
can,I-ALLO
te/,I-ALLO
de'i,I-ALLO
gzhi'i,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
so//,I-ALLO
de'i,I-ALLO
thugs,I-ALLO
kar,I-ALLO
yi,I-ALLO
ge,I-ALLO
d+hIH,I-ALLO
las,I-ALLO
bskyed,I-ALLO
pa'i,I-ALLO
'jam,I-ALLO
dpal,I-ALLO
dang,I-ALLO
po'i,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
zhal,I-ALLO
lnga,I-ALLO
gtsug,I-ALLO
phud,I-ALLO
lnga,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
kha,I-ALLO
dog,I-ALLO
lnga,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
ste/,I-ALLO
shar,I-ALLO
sngon,I-ALLO
po/,I-ALLO
lho,I-ALLO
ser,I-ALLO
po/,I-ALLO
nub,I-ALLO
dmar,I-ALLO
po/,I-ALLO
byang,I-ALLO
ljang,I-ALLO
gu/,I-ALLO
dbu'i,I-ALLO
steng,I-ALLO
na,I-ALLO
gnas,I-ALLO
pa'i,I-ALLO
zhal,I-ALLO
zhi,I-ALLO
ba,I-ALLO
dkar,I-ALLO
po,I-ALLO
byis,I-ALLO
pa'i,I-ALLO
rgyan,I-ALLO
gyis,I-ALLO
brgyan,I-ALLO
pa/,I-ALLO
'jo,I-ALLO
sgeg,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa/,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
kyi,I-ALLO
na,I-ALLO
bza',I-ALLO
mnabs,I-ALLO
pa/,I-ALLO
phyag,I-ALLO
brgyad,I-ALLO
pa/,I-ALLO
bzhi,I-ALLO
na,I-ALLO
shes,I-ALLO
rab,I-ALLO
kyi,I-ALLO
pha,I-ALLO
rol,I-ALLO
tu,I-ALLO
phyin,I-ALLO
pa,I-ALLO
stong,I-ALLO
phrag,I-ALLO
brgya,I-ALLO
pa,I-ALLO
glegs,I-ALLO
bam,I-ALLO
bzhir,I-ALLO
bgos,I-ALLO
te,I-ALLO
thugs,I-ALLO
kar,I-ALLO
'dzin,I-ALLO
pa/,I-ALLO
gzhan,I-ALLO
gyis,I-ALLO
shes,I-ALLO
rab,I-ALLO
kyi,I-ALLO
ral,I-ALLO
gri,I-ALLO
'dzin,I-ALLO
pa,I-ALLO
bsgom,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
gdan,I-ALLO
gyi,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
dang,I-ALLO
'og,I-ALLO
nas,I-ALLO
ston,I-ALLO
pa'i,I-ALLO
ye,I-ALLO
shes,I-ALLO
sems,I-ALLO
dpa',I-ALLO
rnams,I-ALLO
ni/,I-ALLO
mos,I-ALLO
pa'i,I-ALLO
dbang,I-ALLO
gis,I-ALLO
rigs,I-ALLO
so,I-ALLO
sor,I-ALLO
bsgyur,I-ALLO
bar,I-ALLO
bya'o//,I-ALLO
zhes,I-ALLO
shes,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
dang,I-ALLO
po'i,I-ALLO
sangs,I-ALLO
rgyas,I-ALLO
de'i,I-ALLO
thugs,I-ALLO
kar,I-ALLO
shes,I-ALLO
rab,I-ALLO
kyi,I-ALLO
'khor,I-ALLO
lo,I-ALLO
bsgom,I-ALLO
par,I-ALLO
bya,I-ALLO
ste/,I-ALLO
de,I-ALLO
yang,I-ALLO
a,I-ALLO
las,I-ALLO
skyes,I-ALLO
pa,I-ALLO
kha,I-ALLO
dog,I-ALLO
drug,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
rtsibs,I-ALLO
drug,I-ALLO
pa/,I-ALLO
phyi,I-ALLO
dang,I-ALLO
nang,I-ALLO
du,I-ALLO
mu,I-ALLO
khyud,I-ALLO
bzhi,I-ALLO
dang,I-ALLO
ldan,I-ALLO
pa,I-ALLO
ste/,I-ALLO
de'i,I-ALLO
lte,I-ALLO
ba'i,I-ALLO
dkyil,I-ALLO
du,I-ALLO
yi,I-ALLO
ge,I-ALLO
a,I-ALLO
bsam,I-ALLO
bar,I-ALLO
bya'o//,I-ALLO
de'i,I-ALLO
phyi,I-ALLO
rim,I-ALLO
gyi,I-ALLO
mu,I-ALLO
khyud,I-ALLO
dang,I-ALLO
po,I-ALLO
la,I-ALLO
'jam,I-ALLO
dpal,I-ALLO
ye,I-ALLO
shes,I-ALLO
sems,I-ALLO
dpa'i,I-ALLO
rtsa,I-ALLO
ba'i,I-ALLO
gsang,I-ALLO
sngags/,I-ALLO
oM,I-ALLO
sarbba,I-ALLO
d+harmA,I-ALLO
ab+hA,I-ALLO
ba/,I-ALLO
swa,I-ALLO
b+hA,I-ALLO
ba/,I-ALLO
bi,I-ALLO
shudd+ha/,I-ALLO
tsak+Shu/,I-ALLO
badz+ra,I-ALLO
a,I-ALLO
A,I-ALLO
oM,I-ALLO
aH,I-ALLO
rnams,I-ALLO
'god,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de'i,I-ALLO
phyi,I-ALLO
rim,I-ALLO
gyi,I-ALLO
mu,I-ALLO
khyud,I-ALLO
gnyis,I-ALLO
pa,I-ALLO
la,I-ALLO
sgra,I-ALLO
yig,I-ALLO
bcu,I-ALLO
gnyis,I-ALLO
'god,I-ALLO
par,I-ALLO
bya'o//,I-ALLO
de'i,I-ALLO
phyi,I-ALLO
rol,I-ALLO
gyi,I-ALLO
rtsibs,I-ALLO
rnams,I-ALLO
la,I-ALLO
'di,I-ALLO
ltar/,I-ALLO
rtsibs,I-ALLO
dang,I-ALLO
po,I-ALLO
la/,I-ALLO
oM,I-ALLO
badz+ra,I-ALLO
tIk+Sh+NA,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
gnyis,I-ALLO
pa,I-ALLO
la/,I-ALLO
oM,I-ALLO
duHkha,I-ALLO
tstshe,I-ALLO
dA,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
gsum,I-ALLO
pa,I-ALLO
la/,I-ALLO
oM,I-ALLO
pradznyA,I-ALLO
dznyA,I-ALLO
na,I-ALLO
mUrtA,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
bzhi,I-ALLO
pa,I-ALLO
la/,I-ALLO
oM,I-ALLO
dznyA,I-ALLO
na,I-ALLO
kA,I-ALLO
yA,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
lnga,I-ALLO
pa,I-ALLO
la/,I-ALLO
oM,I-ALLO
wA,I-ALLO
gI,I-ALLO
shwa,I-ALLO
ri,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
drug,I-ALLO
pa,I-ALLO
la/,I-ALLO
oM,I-ALLO
a,I-ALLO
ra,I-ALLO
pa,I-ALLO
tsa,I-ALLO
nA,I-ALLO
ya,I-ALLO
te,I-ALLO
na,I-ALLO
maH,I-ALLO
de'i,I-ALLO
phy'i,I-ALLO
mu,I-ALLO
khyud,I-ALLO
dang,I-ALLO
po,I-ALLO
la/,I-ALLO
a,I-ALLO
A,I-ALLO
sarba,I-ALLO
ta,I-ALLO
thA,I-ALLO
ga,I-ALLO
ta,I-ALLO
hR,I-ALLO
da,I-ALLO
ya,I-ALLO
ha,I-ALLO
ra,I-ALLO
ha,I-ALLO
ra/,I-ALLO
oM,I-ALLO
hUM,I-ALLO
hrIH,I-ALLO
b+ha,I-ALLO
ga,I-ALLO
wAn/,I-ALLO
dznyA,I-ALLO
na,I-ALLO
mUrti/,I-ALLO
wA,I-ALLO
gI,I-ALLO
shwa,I-ALLO
ra,I-ALLO
ma,I-ALLO
hA,I-ALLO
pA,I-ALLO
tsa/,I-ALLO
sarba,I-ALLO
d+harma,I-ALLO
ga,I-ALLO
ga,I-ALLO
na/,I-ALLO
a,I-ALLO
ma,I-ALLO
la/,I-ALLO
su,I-ALLO
pa,I-ALLO
ri,I-ALLO
shudd+ha/,I-ALLO
